Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Pick
3112,29785.0,46.73927,-121.90880,633,9.6,27420.1,False
3113,29794.5,46.73922,-121.90891,632,9.6,27429.7,False
3114,29804.1,46.73917,-121.90901,632,9.6,27439.2,False
3115,29813.7,46.73913,-121.90912,632,9.6,27448.7,False
3116,29823.2,46.73908,-121.90921,632,9.8,27458.0,False
3117,29832.8,46.73903,-121.90931,632,10.0,27467.0,False
3118,29842.4,46.73898,-121.90941,631,10.2,27476.1,False
3119,29851.9,46.73894,-121.90951,631,10.3,27485.2,False
3120,29861.5,46.73889,-121.90960,631,10.3,27494.3,True
3121,29871.1,46.73885,-121.90972,631,9.9,27504.1,True
3122,29880.7,46.73880,-121.90983,631,9.6,27514.0,True
3123,29890.2,46.73876,-121.90994,630,10.0,27523.9,True
3124,29899.8,46.73872,-121.91006,630,10.0,27533.7,True
3125,29909.4,46.73868,-121.91017,630,10.0,27543.6,True
3126,29918.9,46.73864,-121.91028,630,10.0,27553.4,True
3127,29928.5,46.73863,-121.91046,630,11.7,27566.8,False
3128,29938.1,46.73862,-121.91063,629,13.5,27580.1,True
3129,29947.7,46.73861,-121.91081,628,15.2,27593.4,True
3130,29957.2,46.73860,-121.91098,628,15.2,27606.7,True
3131,29966.8,46.73861,-121.91108,628,12.4,27614.5,True
3132,29976.4,46.73862,-121.91118,628,9.7,27622.4,True
3133,29985.9,46.73864,-121.91128,627,12.2,27630.2,True
3134,29995.5,46.73865,-121.91139,627,12.2,27638.0,True
3135,30005.1,46.73868,-121.91146,627,12.9,27644.5,True
3136,30014.7,46.73871,-121.91153,627,13.5,27651.0,True
3137,30024.2,46.73874,-121.91160,627,14.2,27657.5,True
3138,30033.8,46.73877,-121.91167,626,14.2,27664.0,True
3139,30043.4,46.73881,-121.91174,626,14.2,27670.4,True
3140,30052.9,46.73884,-121.91181,626,14.2,27676.9,True
3141,30062.5,46.73887,-121.91189,626,14.2,27683.4,True
3142,30072.1,46.73895,-121.91197,626,12.0,27694.4,False
3143,30081.7,46.73903,-121.91206,626,9.7,27705.3,False
3144,30091.2,46.73911,-121.91214,625,11.6,27716.3,False
3145,30100.8,46.73919,-121.91223,625,11.6,27727.2,True
3146,30110.4,46.73922,-121.91226,625,10.9,27731.4,False
3147,30119.9,46.73925,-121.91229,625,14.2,27735.6,False
3148,30129.5,46.73928,-121.91232,624,17.6,27739.9,False
3149,30139.1,46.73931,-121.91235,624,17.6,27744.1,False
3150,30148.6,46.73935,-121.91238,624,17.6,27748.3,False
3151,30158.2,46.73938,-121.91241,624,17.6,27752.5,False
3152,30167.8,46.73941,-121.91244,624,17.6,27756.7,False
3153,30177.4,46.73944,-121.91247,624,17.6,27760.9,False
3154,30186.9,46.73947,-121.91250,623,17.6,27765.1,False
3155,30196.5,46.73951,-121.91253,623,17.6,27769.4,False
3156,30206.1,46.73954,-121.91256,623,17.6,27773.6,True
3157,30215.6,46.73959,-121.91263,623,15.8,27781.5,True
3158,30225.2,46.73965,-121.91269,622,13.9,27789.4,True
3159,30234.8,46.73970,-121.91276,622,12.0,27797.3,True
3160,30244.4,46.73976,-121.91282,622,12.0,27805.3,True
3161,30253.9,46.73980,-121.91291,622,12.0,27813.2,True
3162,30263.5,46.73984,-121.91299,622,12.0,27821.1,True
3163,30273.1,46.73989,-121.91307,621,12.0,27829.0,True
3164,30282.6,46.73993,-121.91316,621,12.0,27836.9,True
3165,30292.2,46.73997,-121.91328,621,10.8,27847.3,True
3166,30301.8,46.74001,-121.91341,621,9.6,27857.7,True
3167,30311.4,46.74004,-121.91353,621,10.8,27868.1,True
3168,30320.9,46.74007,-121.91362,621,9.9,27875.3,True
3169,30330.5,46.74009,-121.91371,620,11.5,27882.5,True
3170,30340.1,46.74012,-121.91379,620,13.1,27889.7,True
3171,30349.6,46.74014,-121.91388,620,13.1,27897.0,True
3172,30359.2,46.74017,-121.91394,621,13.9,27902.6,True
3173,30368.8,46.74020,-121.91400,621,14.7,27908.3,True
3174,30378.4,46.74023,-121.91406,622,15.4,27914.0,True
3175,30387.9,46.74026,-121.91412,622,15.4,27919.6,True
3176,30397.5,46.74029,-121.91418,623,15.4,27925.3,True
3177,30407.1,46.74039,-121.91429,623,11.4,27939.0,True
3178,30416.6,46.74048,-121.91441,622,11.8,27952.8,True
3179,30426.2,46.74058,-121.91452,622,15.8,27966.5,True
3180,30435.8,46.74062,-121.91462,622,13.1,27974.8,True
3181,30445.4,46.74066,-121.91471,621,10.4,27983.1,True
3182,30454.9,46.74070,-121.91480,621,11.5,27991.4,True
3183,30464.5,46.74072,-121.91491,620,11.1,28000.4,True
3184,30474.1,46.74074,-121.91503,620,10.8,28009.4,True
3185,30483.6,46.74076,-121.91514,620,10.4,28018.4,True
3186,30493.2,46.74078,-121.91526,619,10.4,28027.4,True
3187,30502.8,46.74079,-121.91533,619,12.1,28032.9,True
3188,30512.3,46.74080,-121.91540,619,13.9,28038.5,True
3189,30521.9,46.74081,-121.91547,619,15.6,28044.0,True
3190,30531.5,46.74082,-121.91554,619,15.6,28049.6,True
3191,30541.1,nan,nan,nan,nan,nan,False
3192,30550.6,nan,nan,nan,nan,nan,False
3193,30560.2,nan,nan,nan,nan,nan,False
3194,30569.8,nan,nan,nan,nan,nan,False
3195,30579.3,nan,nan,nan,nan,nan,False
3196,30588.9,nan,nan,nan,nan,nan,False
3197,30598.5,nan,nan,nan,nan,nan,False
3198,30608.1,nan,nan,nan,nan,nan,False
3199,30617.6,nan,nan,nan,nan,nan,False
3200,30627.2,nan,nan,nan,nan,nan,False
3201,30636.8,nan,nan,nan,nan,nan,False
3202,30646.3,nan,nan,nan,nan,nan,False
3203,30655.9,nan,nan,nan,nan,nan,False
3204,30665.5,nan,nan,nan,nan,nan,False
3205,30675.1,nan,nan,nan,nan,nan,False
3206,30684.6,nan,nan,nan,nan,nan,False
3207,30694.2,nan,nan,nan,nan,nan,False
3208,30703.8,nan,nan,nan,nan,nan,False
3209,30713.3,nan,nan,nan,nan,nan,False
3210,30722.9,nan,nan,nan,nan,nan,False
3211,30732.5,nan,nan,nan,nan,nan,False
3212,30742.1,nan,nan,nan,nan,nan,False
3213,30751.6,nan,nan,nan,nan,nan,False
3214,30761.2,nan,nan,nan,nan,nan,False
3215,30770.8,nan,nan,nan,nan,nan,False
3216,30780.3,nan,nan,nan,nan,nan,False
3217,30789.9,nan,nan,nan,nan,nan,False
3218,30799.5,nan,nan,nan,nan,nan,False
3219,30809.0,nan,nan,nan,nan,nan,False
3220,30818.6,nan,nan,nan,nan,nan,False
3221,30828.2,nan,nan,nan,nan,nan,False
3222,30837.8,nan,nan,nan,nan,nan,False
3223,30847.3,nan,nan,nan,nan,nan,False
3224,30856.9,nan,nan,nan,nan,nan,False
3225,30866.5,nan,nan,nan,nan,nan,False
3226,30876.0,nan,nan,nan,nan,nan,False
3227,30885.6,nan,nan,nan,nan,nan,False
3228,30895.2,nan,nan,nan,nan,nan,False
3229,30904.8,nan,nan,nan,nan,nan,False
3230,30914.3,nan,nan,nan,nan,nan,False
3231,30923.9,nan,nan,nan,nan,nan,False
3232,30933.5,nan,nan,nan,nan,nan,False
3233,30943.0,nan,nan,nan,nan,nan,False
3234,30952.6,nan,nan,nan,nan,nan,False
3235,30962.2,nan,nan,nan,nan,nan,False
3236,30971.8,nan,nan,nan,nan,nan,False
3237,30981.3,nan,nan,nan,nan,nan,False
3238,30990.9,nan,nan,nan,nan,nan,False
3239,31000.5,nan,nan,nan,nan,nan,False
3240,31010.0,nan,nan,nan,nan,nan,False
3241,31019.6,nan,nan,nan,nan,nan,False
3242,31029.2,nan,nan,nan,nan,nan,False
3243,31038.8,nan,nan,nan,nan,nan,False
3244,31048.3,nan,nan,nan,nan,nan,False
3245,31057.9,nan,nan,nan,nan,nan,False
3246,31067.5,nan,nan,nan,nan,nan,False
3247,31077.0,nan,nan,nan,nan,nan,False
3248,31086.6,nan,nan,nan,nan,nan,False
3249,31096.2,nan,nan,nan,nan,nan,False
3250,31105.8,nan,nan,nan,nan,nan,False
3251,31115.3,nan,nan,nan,nan,nan,False
3252,31124.9,nan,nan,nan,nan,nan,False
3253,31134.5,nan,nan,nan,nan,nan,False
3254,31144.0,nan,nan,nan,nan,nan,False
3255,31153.6,nan,nan,nan,nan,nan,False
3256,31163.2,nan,nan,nan,nan,nan,False
3257,31172.7,nan,nan,nan,nan,nan,False
3258,31182.3,nan,nan,nan,nan,nan,False
3259,31191.9,nan,nan,nan,nan,nan,False
3260,31201.5,nan,nan,nan,nan,nan,False
3261,31211.0,nan,nan,nan,nan,nan,False
3262,31220.6,nan,nan,nan,nan,nan,False
3263,31230.2,nan,nan,nan,nan,nan,False
3264,31239.7,nan,nan,nan,nan,nan,False
3265,31249.3,nan,nan,nan,nan,nan,False
3266,31258.9,nan,nan,nan,nan,nan,False
3267,31268.5,nan,nan,nan,nan,nan,False
3268,31278.0,nan,nan,nan,nan,nan,False
3269,31287.6,nan,nan,nan,nan,nan,False
3270,31297.2,nan,nan,nan,nan,nan,False
3271,31306.7,nan,nan,nan,nan,nan,False
3272,31316.3,nan,nan,nan,nan,nan,False
3273,31325.9,nan,nan,nan,nan,nan,False
3274,31335.5,nan,nan,nan,nan,nan,False
3275,31345.0,nan,nan,nan,nan,nan,False
3276,31354.6,nan,nan,nan,nan,nan,False
3277,31364.2,nan,nan,nan,nan,nan,False
3278,31373.7,nan,nan,nan,nan,nan,False
3279,31383.3,nan,nan,nan,nan,nan,False
3280,31392.9,nan,nan,nan,nan,nan,False
3281,31402.5,nan,nan,nan,nan,nan,False
3282,31412.0,nan,nan,nan,nan,nan,False
3283,31421.6,nan,nan,nan,nan,nan,False
3284,31431.2,nan,nan,nan,nan,nan,False
3285,31440.7,nan,nan,nan,nan,nan,False
3286,31450.3,nan,nan,nan,nan,nan,False
3287,31459.9,nan,nan,nan,nan,nan,False
3288,31469.4,nan,nan,nan,nan,nan,False
3289,31479.0,nan,nan,nan,nan,nan,False
3290,31488.6,nan,nan,nan,nan,nan,False
3291,31498.2,nan,nan,nan,nan,nan,False
3292,31507.7,nan,nan,nan,nan,nan,False
3293,31517.3,nan,nan,nan,nan,nan,False
3294,31526.9,nan,nan,nan,nan,nan,False
3295,31536.4,nan,nan,nan,nan,nan,False
3296,31546.0,nan,nan,nan,nan,nan,False
3297,31555.6,nan,nan,nan,nan,nan,False
3298,31565.2,nan,nan,nan,nan,nan,False
3299,31574.7,nan,nan,nan,nan,nan,False
3300,31584.3,nan,nan,nan,nan,nan,False
3301,31593.9,nan,nan,nan,nan,nan,False
3302,31603.4,nan,nan,nan,nan,nan,False
3303,31613.0,nan,nan,nan,nan,nan,False
3304,31622.6,nan,nan,nan,nan,nan,False
3305,31632.2,nan,nan,nan,nan,nan,False
3306,31641.7,nan,nan,nan,nan,nan,False
3307,31651.3,nan,nan,nan,nan,nan,False
3308,31660.9,nan,nan,nan,nan,nan,False
3309,31670.4,nan,nan,nan,nan,nan,False
3310,31680.0,nan,nan,nan,nan,nan,False
3311,31689.6,nan,nan,nan,nan,nan,False
3312,31699.2,nan,nan,nan,nan,nan,False
3313,31708.7,nan,nan,nan,nan,nan,False
3314,31718.3,nan,nan,nan,nan,nan,False
3315,31727.9,nan,nan,nan,nan,nan,False
3316,31737.4,nan,nan,nan,nan,nan,False
3317,31747.0,nan,nan,nan,nan,nan,False
3318,31756.6,nan,nan,nan,nan,nan,False
3319,31766.1,nan,nan,nan,nan,nan,False
3320,31775.7,nan,nan,nan,nan,nan,False
3321,31785.3,nan,nan,nan,nan,nan,False
3322,31794.9,nan,nan,nan,nan,nan,False
3323,31804.4,nan,nan,nan,nan,nan,False
3324,31814.0,nan,nan,nan,nan,nan,False
3325,31823.6,nan,nan,nan,nan,nan,False
3326,31833.1,nan,nan,nan,nan,nan,False
3327,31842.7,nan,nan,nan,nan,nan,False
3328,31852.3,nan,nan,nan,nan,nan,False
3329,31861.9,nan,nan,nan,nan,nan,False
3330,31871.4,nan,nan,nan,nan,nan,False
3331,31881.0,nan,nan,nan,nan,nan,False
3332,31890.6,nan,nan,nan,nan,nan,False
3333,31900.1,nan,nan,nan,nan,nan,False
3334,31909.7,nan,nan,nan,nan,nan,False
3335,31919.3,nan,nan,nan,nan,nan,False
3336,31928.9,nan,nan,nan,nan,nan,False
3337,31938.4,nan,nan,nan,nan,nan,False
3338,31948.0,nan,nan,nan,nan,nan,False
3339,31957.6,nan,nan,nan,nan,nan,False
3340,31967.1,nan,nan,nan,nan,nan,False
3341,31976.7,nan,nan,nan,nan,nan,False
3342,31986.3,nan,nan,nan,nan,nan,False
3343,31995.9,nan,nan,nan,nan,nan,False
3344,32005.4,nan,nan,nan,nan,nan,False
3345,32015.0,nan,nan,nan,nan,nan,False
3346,32024.6,nan,nan,nan,nan,nan,False
3347,32034.1,nan,nan,nan,nan,nan,False
3348,32043.7,nan,nan,nan,nan,nan,False
3349,32053.3,nan,nan,nan,nan,nan,False
3350,32062.8,nan,nan,nan,nan,nan,False
3351,32072.4,nan,nan,nan,nan,nan,False
3352,32082.0,nan,nan,nan,nan,nan,False
3353,32091.6,nan,nan,nan,nan,nan,False
3354,32101.1,nan,nan,nan,nan,nan,False
3355,32110.7,nan,nan,nan,nan,nan,False
3356,32120.3,nan,nan,nan,nan,nan,False
3357,32129.8,nan,nan,nan,nan,nan,False
3358,32139.4,nan,nan,nan,nan,nan,False
3359,32149.0,nan,nan,nan,nan,nan,False
3360,32158.6,nan,nan,nan,nan,nan,False
3361,32168.1,nan,nan,nan,nan,nan,False
3362,32177.7,nan,nan,nan,nan,nan,False
3363,32187.3,nan,nan,nan,nan,nan,False
3364,32196.8,nan,nan,nan,nan,nan,False
3365,32206.4,nan,nan,nan,nan,nan,False
3366,32216.0,nan,nan,nan,nan,nan,False
3367,32225.6,nan,nan,nan,nan,nan,False
3368,32235.1,nan,nan,nan,nan,nan,False
3369,32244.7,nan,nan,nan,nan,nan,False
3370,32254.3,nan,nan,nan,nan,nan,False
3371,32263.8,nan,nan,nan,nan,nan,False
3372,32273.4,nan,nan,nan,nan,nan,False
3373,32283.0,nan,nan,nan,nan,nan,False
3374,32292.6,nan,nan,nan,nan,nan,False
3375,32302.1,nan,nan,nan,nan,nan,False
3376,32311.7,nan,nan,nan,nan,nan,False
3377,32321.3,nan,nan,nan,nan,nan,False
3378,32330.8,nan,nan,nan,nan,nan,False
3379,32340.4,nan,nan,nan,nan,nan,False
3380,32350.0,nan,nan,nan,nan,nan,False
3381,32359.6,nan,nan,nan,nan,nan,False
3382,32369.1,nan,nan,nan,nan,nan,False
3383,32378.7,nan,nan,nan,nan,nan,False
3384,32388.3,nan,nan,nan,nan,nan,False
3385,32397.8,nan,nan,nan,nan,nan,False
3386,32407.4,nan,nan,nan,nan,nan,False
3387,32417.0,nan,nan,nan,nan,nan,False
3388,32426.5,nan,nan,nan,nan,nan,False
3389,32436.1,nan,nan,nan,nan,nan,False
3390,32445.7,nan,nan,nan,nan,nan,False
3391,32455.3,nan,nan,nan,nan,nan,False
3392,32464.8,nan,nan,nan,nan,nan,False
3393,32474.4,nan,nan,nan,nan,nan,False
3394,32484.0,nan,nan,nan,nan,nan,False
3395,32493.5,nan,nan,nan,nan,nan,False
3396,32503.1,nan,nan,nan,nan,nan,False
3397,32512.7,nan,nan,nan,nan,nan,False
3398,32522.3,nan,nan,nan,nan,nan,False
3399,32531.8,nan,nan,nan,nan,nan,False
3400,32541.4,nan,nan,nan,nan,nan,False
3401,32551.0,nan,nan,nan,nan,nan,False
3402,32560.5,nan,nan,nan,nan,nan,False
3403,32570.1,nan,nan,nan,nan,nan,False
3404,32579.7,nan,nan,nan,nan,nan,False
3405,32589.3,nan,nan,nan,nan,nan,False
3406,32598.8,nan,nan,nan,nan,nan,False
3407,32608.4,nan,nan,nan,nan,nan,False
3408,32618.0,nan,nan,nan,nan,nan,False
3409,32627.5,nan,nan,nan,nan,nan,False
3410,32637.1,nan,nan,nan,nan,nan,False
3411,32646.7,nan,nan,nan,nan,nan,False
3412,32656.3,nan,nan,nan,nan,nan,False
3413,32665.8,nan,nan,nan,nan,nan,False
3414,32675.4,nan,nan,nan,nan,nan,False
3415,32685.0,nan,nan,nan,nan,nan,False
3416,32694.5,nan,nan,nan,nan,nan,False
3417,32704.1,nan,nan,nan,nan,nan,False
3418,32713.7,nan,nan,nan,nan,nan,False
3419,32723.2,nan,nan,nan,nan,nan,False
3420,32732.8,nan,nan,nan,nan,nan,False
3421,32742.4,nan,nan,nan,nan,nan,False
3422,32752.0,nan,nan,nan,nan,nan,False
3423,32761.5,nan,nan,nan,nan,nan,False
3424,32771.1,nan,nan,nan,nan,nan,False
3425,32780.7,nan,nan,nan,nan,nan,False
3426,32790.2,nan,nan,nan,nan,nan,False
3427,32799.8,nan,nan,nan,nan,nan,False
3428,32809.4,nan,nan,nan,nan,nan,False
3429,32819.0,nan,nan,nan,nan,nan,False
3430,32828.5,nan,nan,nan,nan,nan,False
3431,32838.1,nan,nan,nan,nan,nan,False
3432,32847.7,nan,nan,nan,nan,nan,False
3433,32857.2,nan,nan,nan,nan,nan,False
3434,32866.8,nan,nan,nan,nan,nan,False
3435,32876.4,nan,nan,nan,nan,nan,False
3436,32886.0,nan,nan,nan,nan,nan,False
3437,32895.5,nan,nan,nan,nan,nan,False
3438,32905.1,nan,nan,nan,nan,nan,False
3439,32914.7,nan,nan,nan,nan,nan,False
3440,32924.2,nan,nan,nan,nan,nan,False
3441,32933.8,nan,nan,nan,nan,nan,False
3442,32943.4,nan,nan,nan,nan,nan,False
3443,32953.0,nan,nan,nan,nan,nan,False
3444,32962.5,nan,nan,nan,nan,nan,False
3445,32972.1,nan,nan,nan,nan,nan,False
3446,32981.7,nan,nan,nan,nan,nan,False
3447,32991.2,nan,nan,nan,nan,nan,False
3448,33000.8,nan,nan,nan,nan,nan,False
3449,33010.4,nan,nan,nan,nan,nan,False
3450,33019.9,nan,nan,nan,nan,nan,False
3451,33029.5,nan,nan,nan,nan,nan,False
3452,33039.1,nan,nan,nan,nan,nan,False
3453,33048.7,nan,nan,nan,nan,nan,False
3454,33058.2,nan,nan,nan,nan,nan,False
3455,33067.8,nan,nan,nan,nan,nan,False
3456,33077.4,nan,nan,nan,nan,nan,False
3457,33086.9,nan,nan,nan,nan,nan,False
3458,33096.5,nan,nan,nan,nan,nan,False
3459,33106.1,nan,nan,nan,nan,nan,False
3460,33115.7,nan,nan,nan,nan,nan,False
3461,33125.2,nan,nan,nan,nan,nan,False
3462,33134.8,nan,nan,nan,nan,nan,False
3463,33144.4,nan,nan,nan,nan,nan,False
3464,33153.9,nan,nan,nan,nan,nan,False
3465,33163.5,nan,nan,nan,nan,nan,False
3466,33173.1,nan,nan,nan,nan,nan,False
3467,33182.7,nan,nan,nan,nan,nan,False
3468,33192.2,nan,nan,nan,nan,nan,False
3469,33201.8,nan,nan,nan,nan,nan,False
3470,33211.4,nan,nan,nan,nan,nan,False
3471,33220.9,nan,nan,nan,nan,nan,False
3472,33230.5,nan,nan,nan,nan,nan,False
3473,33240.1,nan,nan,nan,nan,nan,False
3474,33249.7,nan,nan,nan,nan,nan,False
3475,33259.2,nan,nan,nan,nan,nan,False
3476,33268.8,nan,nan,nan,nan,nan,False
3477,33278.4,nan,nan,nan,nan,nan,False
3478,33287.9,nan,nan,nan,nan,nan,False
3479,33297.5,nan,nan,nan,nan,nan,False
3480,33307.1,nan,nan,nan,nan,nan,False
3481,33316.7,nan,nan,nan,nan,nan,False
3482,33326.2,nan,nan,nan,nan,nan,False
3483,33335.8,nan,nan,nan,nan,nan,False
3484,33345.4,nan,nan,nan,nan,nan,False
3485,33354.9,nan,nan,nan,nan,nan,False
3486,33364.5,nan,nan,nan,nan,nan,False
3487,33374.1,nan,nan,nan,nan,nan,False
3488,33383.6,nan,nan,nan,nan,nan,False
3489,33393.2,nan,nan,nan,nan,nan,False
3490,33402.8,nan,nan,nan,nan,nan,False
3491,33412.4,nan,nan,nan,nan,nan,False
3492,33421.9,nan,nan,nan,nan,nan,False
3493,33431.5,nan,nan,nan,nan,nan,False
3494,33441.1,nan,nan,nan,nan,nan,False
3495,33450.6,nan,nan,nan,nan,nan,False
3496,33460.2,nan,nan,nan,nan,nan,False
3497,33469.8,nan,nan,nan,nan,nan,False
3498,33479.4,nan,nan,nan,nan,nan,False
3499,33488.9,nan,nan,nan,nan,nan,False
3500,33498.5,nan,nan,nan,nan,nan,False
3501,33508.1,nan,nan,nan,nan,nan,False
3502,33517.6,nan,nan,nan,nan,nan,False
3503,33527.2,nan,nan,nan,nan,nan,False
3504,33536.8,nan,nan,nan,nan,nan,False
3505,33546.4,nan,nan,nan,nan,nan,False
3506,33555.9,nan,nan,nan,nan,nan,False
3507,33565.5,nan,nan,nan,nan,nan,False
3508,33575.1,nan,nan,nan,nan,nan,False
3509,33584.6,nan,nan,nan,nan,nan,False
3510,33594.2,nan,nan,nan,nan,nan,False
3511,33603.8,nan,nan,nan,nan,nan,False
3512,33613.4,nan,nan,nan,nan,nan,False
3513,33622.9,nan,nan,nan,nan,nan,False
3514,33632.5,nan,nan,nan,nan,nan,False
3515,33642.1,nan,nan,nan,nan,nan,False
3516,33651.6,nan,nan,nan,nan,nan,False
3517,33661.2,nan,nan,nan,nan,nan,False
3518,33670.8,nan,nan,nan,nan,nan,False
3519,33680.3,nan,nan,nan,nan,nan,False
3520,33689.9,nan,nan,nan,nan,nan,False
3521,33699.5,nan,nan,nan,nan,nan,False
3522,33709.1,nan,nan,nan,nan,nan,False
3523,33718.6,nan,nan,nan,nan,nan,False
3524,33728.2,nan,nan,nan,nan,nan,False
3525,33737.8,nan,nan,nan,nan,nan,False
3526,33747.3,nan,nan,nan,nan,nan,False
3527,33756.9,nan,nan,nan,nan,nan,False
3528,33766.5,nan,nan,nan,nan,nan,False
3529,33776.1,nan,nan,nan,nan,nan,False
3530,33785.6,nan,nan,nan,nan,nan,False
3531,33795.2,nan,nan,nan,nan,nan,False
3532,33804.8,nan,nan,nan,nan,nan,False
3533,33814.3,nan,nan,nan,nan,nan,False
3534,33823.9,nan,nan,nan,nan,nan,False
3535,33833.5,nan,nan,nan,nan,nan,False
3536,33843.1,nan,nan,nan,nan,nan,False
3537,33852.6,nan,nan,nan,nan,nan,False
3538,33862.2,nan,nan,nan,nan,nan,False
3539,33871.8,nan,nan,nan,nan,nan,False
3540,33881.3,nan,nan,nan,nan,nan,False
3541,33890.9,nan,nan,nan,nan,nan,False
3542,33900.5,nan,nan,nan,nan,nan,False
3543,33910.1,nan,nan,nan,nan,nan,False
3544,33919.6,nan,nan,nan,nan,nan,False
3545,33929.2,nan,nan,nan,nan,nan,False
3546,33938.8,nan,nan,nan,nan,nan,False
3547,33948.3,nan,nan,nan,nan,nan,False
3548,33957.9,nan,nan,nan,nan,nan,False
3549,33967.5,nan,nan,nan,nan,nan,False
3550,33977.0,nan,nan,nan,nan,nan,False
3551,33986.6,nan,nan,nan,nan,nan,False
3552,33996.2,nan,nan,nan,nan,nan,False
3553,34005.8,nan,nan,nan,nan,nan,False
3554,34015.3,nan,nan,nan,nan,nan,False
3555,34024.9,nan,nan,nan,nan,nan,False
3556,34034.5,nan,nan,nan,nan,nan,False
3557,34044.0,nan,nan,nan,nan,nan,False
3558,34053.6,nan,nan,nan,nan,nan,False
3559,34063.2,nan,nan,nan,nan,nan,False
3560,34072.8,nan,nan,nan,nan,nan,False
3561,34082.3,nan,nan,nan,nan,nan,False
3562,34091.9,nan,nan,nan,nan,nan,False
3563,34101.5,nan,nan,nan,nan,nan,False
3564,34111.0,nan,nan,nan,nan,nan,False
3565,34120.6,nan,nan,nan,nan,nan,False
3566,34130.2,nan,nan,nan,nan,nan,False
3567,34139.8,nan,nan,nan,nan,nan,False
3568,34149.3,nan,nan,nan,nan,nan,False
3569,34158.9,nan,nan,nan,nan,nan,False
3570,34168.5,nan,nan,nan,nan,nan,False
3571,34178.0,nan,nan,nan,nan,nan,False
3572,34187.6,nan,nan,nan,nan,nan,False
3573,34197.2,nan,nan,nan,nan,nan,False
3574,34206.8,nan,nan,nan,nan,nan,False
3575,34216.3,nan,nan,nan,nan,nan,False
3576,34225.9,nan,nan,nan,nan,nan,False
3577,34235.5,nan,nan,nan,nan,nan,False
3578,34245.0,nan,nan,nan,nan,nan,False
3579,34254.6,nan,nan,nan,nan,nan,False
3580,34264.2,nan,nan,nan,nan,nan,False
3581,34273.8,nan,nan,nan,nan,nan,False
3582,34283.3,nan,nan,nan,nan,nan,False
3583,34292.9,nan,nan,nan,nan,nan,False
3584,34302.5,nan,nan,nan,nan,nan,False
3585,34312.0,nan,nan,nan,nan,nan,False
3586,34321.6,nan,nan,nan,nan,nan,False
3587,34331.2,nan,nan,nan,nan,nan,False
3588,34340.7,nan,nan,nan,nan,nan,False
3589,34350.3,nan,nan,nan,nan,nan,False
3590,34359.9,nan,nan,nan,nan,nan,False
3591,34369.5,nan,nan,nan,nan,nan,False
3592,34379.0,nan,nan,nan,nan,nan,False
3593,34388.6,nan,nan,nan,nan,nan,False
3594,34398.2,nan,nan,nan,nan,nan,False
3595,34407.7,nan,nan,nan,nan,nan,False
3596,34417.3,nan,nan,nan,nan,nan,False
3597,34426.9,nan,nan,nan,nan,nan,False
3598,34436.5,nan,nan,nan,nan,nan,False
3599,34446.0,nan,nan,nan,nan,nan,False
3600,34455.6,nan,nan,nan,nan,nan,False
3601,34465.2,nan,nan,nan,nan,nan,False
3602,34474.7,nan,nan,nan,nan,nan,False
3603,34484.3,nan,nan,nan,nan,nan,False
3604,34493.9,nan,nan,nan,nan,nan,False
3605,34503.5,nan,nan,nan,nan,nan,False
3606,34513.0,nan,nan,nan,nan,nan,False
3607,34522.6,nan,nan,nan,nan,nan,False
3608,34532.2,nan,nan,nan,nan,nan,False
3609,34541.7,nan,nan,nan,nan,nan,False
3610,34551.3,nan,nan,nan,nan,nan,False
3611,34560.9,nan,nan,nan,nan,nan,False
3612,34570.5,nan,nan,nan,nan,nan,False
3613,34580.0,nan,nan,nan,nan,nan,False
3614,34589.6,nan,nan,nan,nan,nan,False
3615,34599.2,nan,nan,nan,nan,nan,False
3616,34608.7,nan,nan,nan,nan,nan,False
3617,34618.3,nan,nan,nan,nan,nan,False
3618,34627.9,nan,nan,nan,nan,nan,False
3619,34637.4,nan,nan,nan,nan,nan,False
3620,34647.0,nan,nan,nan,nan,nan,False
3621,34656.6,nan,nan,nan,nan,nan,False
3622,34666.2,nan,nan,nan,nan,nan,False
3623,34675.7,nan,nan,nan,nan,nan,False
3624,34685.3,nan,nan,nan,nan,nan,False
3625,34694.9,nan,nan,nan,nan,nan,False
3626,34704.4,nan,nan,nan,nan,nan,False
3627,34714.0,nan,nan,nan,nan,nan,False
3628,34723.6,nan,nan,nan,nan,nan,False
3629,34733.2,nan,nan,nan,nan,nan,False
3630,34742.7,nan,nan,nan,nan,nan,False
3631,34752.3,nan,nan,nan,nan,nan,False
3632,34761.9,nan,nan,nan,nan,nan,False
3633,34771.4,nan,nan,nan,nan,nan,False
3634,34781.0,nan,nan,nan,nan,nan,False
3635,34790.6,nan,nan,nan,nan,nan,False
3636,34800.2,nan,nan,nan,nan,nan,False
3637,34809.7,nan,nan,nan,nan,nan,False
3638,34819.3,nan,nan,nan,nan,nan,False
3639,34828.9,nan,nan,nan,nan,nan,False
3640,34838.4,nan,nan,nan,nan,nan,False
3641,34848.0,nan,nan,nan,nan,nan,False
3642,34857.6,nan,nan,nan,nan,nan,False
3643,34867.2,nan,nan,nan,nan,nan,False
3644,34876.7,nan,nan,nan,nan,nan,False
3645,34886.3,nan,nan,nan,nan,nan,False
3646,34895.9,nan,nan,nan,nan,nan,False
